punto;comuna;año;mes;pesaje_avu_litros;long;lat
Lugano 1 y 2;Comuna 8;2018;Octubre;0;-58.46331650000001;-34.68533789999999
Estación Lugano;Comuna 8;2018;Octubre;0;-58.47696550000001;-34.677292200000004
Plaza Herrera;Comuna 4;2018;Octubre;0;-58.3766152;-34.64418870000001
Plaza de la misericordia;Comuna 7;2018;Octubre;22.8;-58.455806700000004;-34.6325454
Plaza Giordano Bruno;Comuna 6;2018;Octubre;55.5;-58.4409235;-34.6168977
Plaza 24 de septiembre;Comuna 15;2018;Octubre;41.8;-58.4480739;-34.606790999999994
sede comunal 4;Comuna 4;2018;Octubre;53.4;-58.378751199999996;-34.6416104
sede comunal 1;Comuna 1;2018;Octubre;10.5;-58.369287899999996;-34.6207992
Plaza Florentino Ameghino;Comuna 9;2018;Octubre;49.5;-58.479052100000004;-34.6496375
Plaza Güemes;Comuna 14;2018;Noviembre;94.3;-58.4174406;-34.586063
Parque Centenario;Comuna 6;2018;Noviembre;111.7;-58.43495559999999;-34.606830200000005
Plaza Sudamerica;Comuna 4;2018;Noviembre;177.2;-58.39473950000001;-34.652745700000004
Plaza Arenales;Comuna 11;2018;Noviembre;165.3;-58.5122799;-34.5993652
Parque Chacabuco;Comuna 7;2018;Noviembre;33.5;-58.43288159999999;-34.6340618
Parque Los Andes;Comuna 15;2018;Noviembre;41.1;-58.450456300000006;-34.5898603
Plaza Boedo;Comuna 5;2018;Noviembre;55.5;-58.41283499999999;-34.622518
Plaza M. Andrea;Comuna 2;2018;Noviembre;0;-58.40720749999999;-34.5974235
Plaza 1ro de mayo;Comuna 3;2018;Noviembre;0;-58.3981627;-34.611239399999995
Parque Saavedra;Comuna 12;2018;Noviembre;166.8;-58.47981559999999;-34.550819
Plaza Colombia;Comuna 4;2018;Noviembre;102.5;-58.374206900000004;-34.637393700000004
Plaza Don Bosco;Comuna 10;2018;Noviembre;0;-58.50841080000001;-34.6260491
Parque Santojanni;Comuna 9;2018;Noviembre;45.1;-58.51330829999999;-34.6463729
Plaza San Marrin;Comuna 1;2018;Noviembre;0;-58.37700689999999;-34.5942846
Plaza E. Mitre;Comuna 2;2018;Noviembre;69.5;-58.39723710000001;-34.5881755
Plaza Almagro;Comuna 5;2018;Noviembre;38.8;-58.4193674;-34.605718200000005
Plaza Pueyrredon;Comuna 7;2018;Noviembre;0;-58.46353149999999;-34.6285889
Plaza Alem;Comuna 12;2018;Noviembre;50;-58.37072120000001;-34.6003162
Plaza Balcarce;Comuna 13;2018;Noviembre;55.5;-58.4685048;-34.547445
Palermo Viejo - Armenia;Comuna 14;2018;Noviembre;92.3;-58.425260200000004;-34.5887745
Rivadavia;Comuna 6;2018;Noviembre;95.2;-58.4506646;-34.6243051
Avellaneda;Comuna 9;2018;Noviembre;66.3;-58.3669739;-34.6610756
Velez Sarfield;Comuna 10;2018;Noviembre;0;-58.49234930000001;-34.6314852
Ibarra;Comuna 3;2018;Noviembre;66.3;-58.403515799999994;-34.617202
Puerto madero;Comuna 1;2018;Noviembre;0;-58.3620561;-34.6177194
Parque patricios;Comuna 4;2018;Noviembre;75.4;-58.4005296;-34.6362534
Plaza Rosario Vera Peñaloza;Comuna 1;2018;Noviembre;0;-58.3757713;-34.6221636
Plaza Vea;Comuna 4;2018;Noviembre;0;-58.3777027;-34.638518
25 de Agosto;Comuna 15;2018;Noviembre;49.3;-58.46258049999999;-34.5801724
Plaza Aristobulo del Valle;Comuna 11;2018;Noviembre;115.8;-58.492932700000004;-34.6055659
Plaza Echeverria;Comuna 13;2018;Noviembre;112.5;-58.46350820000001;-34.5675144
Plaza Roque Saez Peña;Comuna 11;2018;Noviembre;50.8;-58.46735409999999;-34.6103114
Plaza Ciudad de Banff;Comuna 10;2018;Noviembre;0;-58.52120040000001;-34.6285343
Plaza E. de los Andes;Comuna 10;2018;Noviembre;0;-58.5093299;-34.6396627
Plaza Irlanda;Comuna 6;2018;Noviembre;30.8;-58.45901240000001;-34.6140108
Plaza de los periodistas;Comuna 7;2018;Noviembre;22.9;-58.47299399999999;-34.621383
Portal Villa 20;Comuna 8;2018;Noviembre;181;-58.46145689999999;-34.6717503
Plaza Martin Fierro;Comuna 3;2018;Noviembre;0;-58.4077429;-34.6259153
Plaza Benito Nazar;Comuna 15;2018;Noviembre;15.5;-58.445436;-34.60479
Carrefour Boedo;Comuna 5;2018;Noviembre;80.9;-58.420189199999996;-34.630990000000004
Carrefour Urquiza;Comuna 12;2018;Noviembre;118.4;-58.494533;-34.5770799
PVMs;Comuna 1;2018;Noviembre;335.5;-58.381559100000004;-34.6036844
APrA Lima 1111;Comuna 1;2018;Noviembre;0;-58.38162259999999;-34.6210274
AySA;Comuna 14;2018;Noviembre;0;-58.427240299999994;-34.556269799999995
APrA CIFA;Comuna 8;2018;Noviembre;0;-58.46678000000001;-34.6643133
Plaza Angel Gris;Comuna 7;2018;Noviembre;41.1;-58.45666680000001;-34.621976000000004
Polo circo;Comuna 4;2018;Noviembre;82;-58.39267699999999;-34.627893
Plaza Belgrano;Comuna 13;2018;Noviembre;55.6;-58.454835100000004;-34.56170609999999
Plaza Zapiola;Comuna 12;2018;Noviembre;28.8;-58.475251;-34.573592
Plaza Castelli;Comuna 13;2018;Noviembre;38.8;-58.4645953;-34.567494399999994
Plaza Petronilla Rodriguez;Comuna 2;2018;Noviembre;0;-58.3913904;-34.5988073
Plaza Republica de Perú;Comuna 14;2018;Noviembre;55.3;-58.4041672;-34.5765724
FADU/Ciudad universitaria;Comuna 13;2018;Noviembre;0;-58.4444116;-34.542131299999994
1.11.14;Comuna 7;2018;Noviembre;0;-58.440866899999996;-34.6504076
Plaza El Maestro;Comuna 11;2018;Noviembre;31.9;-58.522521499999996;-34.612714399999994
Plaza nobel;Comuna 15;2018;Noviembre;44.3;-58.48462249999999;-34.588083000000005
PlazaMalaver;Comuna 15;2018;Noviembre;0;-58.46737330000001;-34.587841600000004
Plaza Mafalda;Comuna 13;2018;Noviembre;111;-58.44561150000001;-34.5806439
Portal villa 31;Comuna 1;2018;Noviembre;217.7;-58.3747654;-34.5835993
Plaza nueva pompeya;Comuna 4;2018;Noviembre;11.1;-58.41578369999999;-34.6519634
Plaza martin rodriguez;Comuna 12;2018;Noviembre;60.3;-58.5012176;-34.59093920000001
Parque Alberdi;Comuna 9;2018;Noviembre;15.5;-58.5023405;-34.6606883
Portal Varela;Comuna 7;2018;Noviembre;55.5;-58.4469004;-34.64895739999999
AySA Tucumán;Comuna 1;2018;Noviembre;0;-58.37749640000001;-34.6012104
Comedores Sociales;Comuna 8;2018;Noviembre;50;-58.46733670000001;-34.6757847
Portal Soldati;Comuna 8;2018;Noviembre;38.5;-58.4558059;-34.6643982
Portal Cildañez;Comuna 9;2018;Noviembre;0;-58.47084569999999;-34.65624260000001
Oficina sechi (soldati);Comuna 7;2018;Noviembre;148.8;-58.433763;-34.628817
sede comunal 14;Comuna 14;2018;Noviembre;0;-58.40933589999999;-34.58723630000001
Plaza las Toscaneras;Comuna 10;2018;Noviembre;0;-58.52535669999999;-34.616482299999994
Plaza Sargento Cabral;Comuna 3;2018;Noviembre;0;-58.403515799999994;-34.617202
Plaza Domingo Olivera;Comuna 9;2018;Noviembre;0;-58.48444620000001;-34.6473795
Plaza Las Heras;Comuna 14;2018;Noviembre;124.3;-58.4052666;-34.58342929999999
Plaza Matheu;Comuna 4;2018;Noviembre;0;-58.36661360000001;-34.6401178
Plaza Zabala;Comuna 13;2018;Noviembre;33.9;-58.4526236;-34.5724579
Plaza Marcos Sastre;Comuna 12;2018;Noviembre;0;-58.4814696;-34.5712066
Barrio Carrillo;Comuna 4;2018;Noviembre;73.9;-58.38172989999999;-34.637072700000004
Plaza Libertad;Comuna 1;2018;Noviembre;56.8;-58.384129200000004;-34.5981226
Estación Soldati;Comuna 8;2018;Noviembre;0;-58.4408853;-34.6622982
Plaza Forest;Comuna 15;2018;Noviembre;206.6;-58.4589137;-34.57972609999999
Plaza 11 de Noviembre;Comuna 7;2018;Noviembre;0;-58.4637096;-34.63457460000001
Carrefour J. B. Justo;Comuna 10;2018;Noviembre;0;-58.522226399999994;-34.6333499
Carrefour Mataderos;Comuna 9;2018;Noviembre;0;-58.514124699999996;-34.6638685
Plaza San MIguel de Caricoits;Comuna 13;2018;Noviembre;0;-58.45859970000001;-34.5777191
Plaza Monseñor Fermin Lafitte;Comuna 10;2018;Noviembre;55.9;-58.50843520000001;-34.61902329999999
Lugano 1 y 2;Comuna 8;2018;Noviembre;0;-58.46331650000001;-34.68533789999999
Estación Lugano;Comuna 8;2018;Noviembre;40;-58.47696550000001;-34.677292200000004
Plaza Herrera;Comuna 4;2018;Noviembre;0;-58.3766152;-34.64418870000001
Plaza de la misericordia;Comuna 7;2018;Noviembre;0;-58.455806700000004;-34.6325454
Plaza Giordano Bruno;Comuna 6;2018;Noviembre;0;-58.4409235;-34.6168977
Plaza 24 de septiembre;Comuna 15;2018;Noviembre;0;-58.4480739;-34.606790999999994
sede comunal 4;Comuna 4;2018;Noviembre;0;-58.378751199999996;-34.6416104
sede comunal 1;Comuna 1;2018;Noviembre;0;-58.369287899999996;-34.6207992
Plaza Florentino Ameghino;Comuna 9;2018;Noviembre;0;-58.479052100000004;-34.6496375
Portal Perito Moreno (1-11-14);Comuna 4;2018;Noviembre;151.5;-58.40887320000001;-34.64913370000001
Portal Osvaldo Cruz (21-24);Comuna 4;2018;Noviembre;62.8;-58.37615;-34.652528499999995
Plaza Ramon Falcon;Comuna 10;2018;Noviembre;53.5;-58.48819579999999;-34.636717299999994
Plaza Güemes;Comuna 14;2018;Diciembre;64.7;-58.4174406;-34.586063
Parque Centenario;Comuna 6;2018;Diciembre;73.6;-58.43495559999999;-34.606830200000005
Plaza Sudamerica;Comuna 4;2018;Diciembre;0;-58.39473950000001;-34.652745700000004
Plaza Arenales;Comuna 11;2018;Diciembre;225.9;-58.5122799;-34.5993652
Parque Chacabuco;Comuna 7;2018;Diciembre;19.9;-58.43288159999999;-34.6340618
Parque Los Andes;Comuna 15;2018;Diciembre;66.6;-58.450456300000006;-34.5898603
Plaza Boedo;Comuna 5;2018;Diciembre;0;-58.41283499999999;-34.622518
Plaza M. Andrea;Comuna 2;2018;Diciembre;0;-58.40720749999999;-34.5974235
Plaza 1ro de mayo;Comuna 3;2018;Diciembre;0;-58.3981627;-34.611239399999995
Parque Saavedra;Comuna 12;2018;Diciembre;91.8;-58.47981559999999;-34.550819
Plaza Colombia;Comuna 4;2018;Diciembre;69.5;-58.374206900000004;-34.637393700000004
Plaza Don Bosco;Comuna 10;2018;Diciembre;121.9;-58.50841080000001;-34.6260491
Parque Santojanni;Comuna 9;2018;Diciembre;0;-58.51330829999999;-34.6463729
Plaza San Marrin;Comuna 1;2018;Diciembre;0;-58.37700689999999;-34.5942846
Plaza E. Mitre;Comuna 2;2018;Diciembre;48.3;-58.39723710000001;-34.5881755
Plaza Almagro;Comuna 5;2018;Diciembre;40;-58.4193674;-34.605718200000005
Plaza Pueyrredon;Comuna 7;2018;Diciembre;0;-58.46353149999999;-34.6285889
Plaza Alem;Comuna 12;2018;Diciembre;0;-58.37072120000001;-34.6003162
Plaza Balcarce;Comuna 13;2018;Diciembre;0;-58.4685048;-34.547445
Palermo Viejo - Armenia;Comuna 14;2018;Diciembre;55.3;-58.425260200000004;-34.5887745
Rivadavia;Comuna 6;2018;Diciembre;95.1;-58.4506646;-34.6243051
Avellaneda;Comuna 9;2018;Diciembre;66.6;-58.3669739;-34.6610756
Velez Sarfield;Comuna 10;2018;Diciembre;38.8;-58.49234930000001;-34.6314852
Ibarra;Comuna 3;2018;Diciembre;0;-58.403515799999994;-34.617202
Puerto madero;Comuna 1;2018;Diciembre;0;-58.3620561;-34.6177194
Parque patricios;Comuna 4;2018;Diciembre;0;-58.4005296;-34.6362534
Plaza Rosario Vera Peñaloza;Comuna 1;2018;Diciembre;49.7;-58.3757713;-34.6221636
Plaza Vea;Comuna 4;2018;Diciembre;0;-58.3777027;-34.638518
25 de Agosto;Comuna 15;2018;Diciembre;33.8;-58.46258049999999;-34.5801724
Plaza Aristobulo del Valle;Comuna 11;2018;Diciembre;122.4;-58.492932700000004;-34.6055659
Plaza Echeverria;Comuna 13;2018;Diciembre;21.3;-58.46350820000001;-34.5675144
Plaza Roque Saez Peña;Comuna 11;2018;Diciembre;88.3;-58.46735409999999;-34.6103114
Plaza Ciudad de Banff;Comuna 10;2018;Diciembre;48;-58.52120040000001;-34.6285343
Plaza E. de los Andes;Comuna 10;2018;Diciembre;0;-58.5093299;-34.6396627
Plaza Irlanda;Comuna 6;2018;Diciembre;73.1;-58.45901240000001;-34.6140108
Plaza de los periodistas;Comuna 7;2018;Diciembre;41.3;-58.47299399999999;-34.621383
Portal Villa 20;Comuna 8;2018;Diciembre;230.5;-58.46145689999999;-34.6717503
Plaza Martin Fierro;Comuna 3;2018;Diciembre;0;-58.4077429;-34.6259153
Plaza Benito Nazar;Comuna 15;2018;Diciembre;37.5;-58.445436;-34.60479
Carrefour Boedo;Comuna 5;2018;Diciembre;146.1;-58.420189199999996;-34.630990000000004
Carrefour Urquiza;Comuna 12;2018;Diciembre;164.1;-58.494533;-34.5770799
PVMs;Comuna 1;2018;Diciembre;35.8;-58.381559100000004;-34.6036844
APrA Lima 1111;Comuna 1;2018;Diciembre;37.5;-58.38162259999999;-34.6210274
AySA;Comuna 14;2018;Diciembre;0;-58.427240299999994;-34.556269799999995
APrA CIFA;Comuna 8;2018;Diciembre;20;-58.46678000000001;-34.6643133
Plaza Angel Gris;Comuna 7;2018;Diciembre;30;-58.45666680000001;-34.621976000000004
Polo circo;Comuna 4;2018;Diciembre;0;-58.39267699999999;-34.627893
Plaza Belgrano;Comuna 13;2018;Diciembre;44.9;-58.454835100000004;-34.56170609999999
Plaza Zapiola;Comuna 12;2018;Diciembre;18.6;-58.475251;-34.573592
Plaza Castelli;Comuna 13;2018;Diciembre;61.7;-58.4645953;-34.567494399999994
Plaza Petronilla Rodriguez;Comuna 2;2018;Diciembre;134.1;-58.3913904;-34.5988073
Plaza Republica de Perú;Comuna 14;2018;Diciembre;55.1;-58.4041672;-34.5765724
FADU/Ciudad universitaria;Comuna 13;2018;Diciembre;0;-58.4444116;-34.542131299999994
1.11.14;Comuna 7;2018;Diciembre;0;-58.440866899999996;-34.6504076
Plaza El Maestro;Comuna 11;2018;Diciembre;34.3;-58.522521499999996;-34.612714399999994
Plaza nobel;Comuna 15;2018;Diciembre;0;-58.48462249999999;-34.588083000000005
PlazaMalaver;Comuna 15;2018;Diciembre;0;-58.46737330000001;-34.587841600000004
Plaza Mafalda;Comuna 13;2018;Diciembre;98.9;-58.44561150000001;-34.5806439
Portal villa 31;Comuna 1;2018;Diciembre;103.9;-58.3747654;-34.5835993
Plaza nueva pompeya;Comuna 4;2018;Diciembre;60.8;-58.41578369999999;-34.6519634
Plaza martin rodriguez;Comuna 12;2018;Diciembre;0;-58.5012176;-34.59093920000001
Parque Alberdi;Comuna 9;2018;Diciembre;0;-58.5023405;-34.6606883
Portal Varela;Comuna 7;2018;Diciembre;50.5;-58.4469004;-34.64895739999999
AySA Tucumán;Comuna 1;2018;Diciembre;0;-58.37749640000001;-34.6012104
Comedores Sociales;Comuna 8;2018;Diciembre;93.4;-58.46733670000001;-34.6757847
Portal Soldati;Comuna 8;2018;Diciembre;0;-58.4558059;-34.6643982
Portal Cildañez;Comuna 9;2018;Diciembre;0;-58.47084569999999;-34.65624260000001
Oficina sechi (soldati);Comuna 7;2018;Diciembre;0;-58.433763;-34.628817
sede comunal 14;Comuna 14;2018;Diciembre;0;-58.40933589999999;-34.58723630000001
Plaza las Toscaneras;Comuna 10;2018;Diciembre;33.3;-58.52535669999999;-34.616482299999994
Plaza Sargento Cabral;Comuna 3;2018;Diciembre;0;-58.403515799999994;-34.617202
Plaza Domingo Olivera;Comuna 9;2018;Diciembre;0;-58.48444620000001;-34.6473795
Plaza Las Heras;Comuna 14;2018;Diciembre;0;-58.4052666;-34.58342929999999
Plaza Matheu;Comuna 4;2018;Diciembre;0;-58.36661360000001;-34.6401178
Plaza Zabala;Comuna 13;2018;Diciembre;0;-58.4526236;-34.5724579
Plaza Marcos Sastre;Comuna 12;2018;Diciembre;33.9;-58.4814696;-34.5712066
Barrio Carrillo;Comuna 4;2018;Diciembre;0;-58.38172989999999;-34.637072700000004
Plaza Libertad;Comuna 1;2018;Diciembre;72.8;-58.384129200000004;-34.5981226
Estación Soldati;Comuna 8;2018;Diciembre;0;-58.4408853;-34.6622982
Plaza Forest;Comuna 15;2018;Diciembre;51.9;-58.4589137;-34.57972609999999
Plaza 11 de Noviembre;Comuna 7;2018;Diciembre;0;-58.4637096;-34.63457460000001
Carrefour J. B. Justo;Comuna 10;2018;Diciembre;41.8;-58.522226399999994;-34.6333499
Carrefour Mataderos;Comuna 9;2018;Diciembre;102.2;-58.514124699999996;-34.6638685
Plaza San MIguel de Caricoits;Comuna 13;2018;Diciembre;47.3;-58.45859970000001;-34.5777191
Plaza Monseñor Fermin Lafitte;Comuna 10;2018;Diciembre;0;-58.50843520000001;-34.61902329999999
Lugano 1 y 2;Comuna 8;2018;Diciembre;0;-58.46331650000001;-34.68533789999999
Estación Lugano;Comuna 8;2018;Diciembre;0;-58.47696550000001;-34.677292200000004
Plaza Herrera;Comuna 4;2018;Diciembre;0;-58.3766152;-34.64418870000001
Plaza de la misericordia;Comuna 7;2018;Diciembre;0;-58.455806700000004;-34.6325454
Plaza Giordano Bruno;Comuna 6;2018;Diciembre;0;-58.4409235;-34.6168977
Plaza 24 de septiembre;Comuna 15;2018;Diciembre;0;-58.4480739;-34.606790999999994
sede comunal 4;Comuna 4;2018;Diciembre;0;-58.378751199999996;-34.6416104
sede comunal 1;Comuna 1;2018;Diciembre;0;-58.369287899999996;-34.6207992
Plaza Florentino Ameghino;Comuna 9;2018;Diciembre;82.9;-58.479052100000004;-34.6496375
Portal Perito Moreno (1-11-14);Comuna 4;2018;Diciembre;66.8;-58.40887320000001;-34.64913370000001
Portal Osvaldo Cruz (21-24);Comuna 4;2018;Diciembre;120.5;-58.37615;-34.652528499999995
Plaza Ramon Falcon;Comuna 10;2018;Diciembre;0;-58.48819579999999;-34.636717299999994
Badin;Comuna 1;2018;Diciembre;19.9;-58.381559100000004;-34.6036844
Plaza Ciudad de Udine;Comuna 10;2018;Diciembre;60.3;-58.492383999999994;-34.62047800000001
Plaza Mackenna;Comuna 12;2018;Diciembre;22.2;-58.4773611;-34.5441601
Plaza Güemes;Comuna 14;2019;Enero;49.4;-58.4174406;-34.586063
Parque Centenario;Comuna 6;2019;Enero;65.1;-58.43495559999999;-34.606830200000005
Plaza Sudamerica;Comuna 4;2019;Enero;111.5;-58.39473950000001;-34.652745700000004
Plaza Arenales;Comuna 11;2019;Enero;59.3;-58.5122799;-34.5993652
Parque Chacabuco;Comuna 7;2019;Enero;91.7;-58.43288159999999;-34.6340618
Parque Los Andes;Comuna 15;2019;Enero;41.3;-58.450456300000006;-34.5898603
Plaza Boedo;Comuna 5;2019;Enero;102.8;-58.41283499999999;-34.622518
Plaza M. Andrea;Comuna 2;2019;Enero;36.5;-58.40720749999999;-34.5974235
Plaza 1ro de mayo;Comuna 3;2019;Enero;53.5;-58.3981627;-34.611239399999995
Parque Saavedra;Comuna 12;2019;Enero;38.9;-58.47981559999999;-34.550819
Plaza Colombia;Comuna 4;2019;Enero;217.6;-58.374206900000004;-34.637393700000004
Plaza Don Bosco;Comuna 10;2019;Enero;51.9;-58.50841080000001;-34.6260491
Parque Santojanni;Comuna 7;2019;Enero;71.3;-58.43288159999999;-34.6340618
Plaza San Marrin;Comuna 1;2019;Enero;0;-58.37700689999999;-34.5942846
Plaza E. Mitre;Comuna 2;2019;Enero;22.9;-58.397237100000005;-34.5881755
Plaza Almagro;Comuna 5;2019;Enero;108.8;-58.4193674;-34.605718200000005
Plaza Pueyrredon;Comuna 7;2019;Enero;18.8;-58.46353149999999;-34.6285889
Plaza Alem;Comuna 1;2019;Enero;53.9;-58.37072120000001;-34.6003162
Plaza Balcarce;Comuna 13;2019;Enero;54.3;-58.4685048;-34.547445
Palermo Viejo - Armenia;Comuna 14;2019;Enero;38.4;-58.425260200000004;-34.5887745
Rivadavia;Comuna 6;2019;Enero;0;-58.4506646;-34.6243051
Avellaneda;Comuna 9;2019;Enero;0;-58.3669739;-34.6610756
Velez Sarfield;Comuna 10;2019;Enero;0;-58.49234930000001;-34.6314852
Ibarra;Comuna 3;2019;Enero;30;-58.403515799999994;-34.617202
Puerto madero;Comuna 1;2019;Enero;0;-58.3620561;-34.6177194
Parque patricios;Comuna 4;2019;Enero;56.1;-58.4005296;-34.6362534
Plaza Rosario Vera Peñaloza;Comuna 1;2019;Enero;41.5;-58.3757713;-34.6221636
Plaza Vea;Comuna 4;2019;Enero;0;-58.3777027;-34.638518
25 de Agosto;Comuna 15;2019;Enero;52.1;-58.46258049999999;-34.5801724
Plaza Aristobulo del Valle;Comuna 11;2019;Enero;100.6;-58.492932700000004;-34.6055659
Plaza Echeverria;Comuna 13;2019;Enero;83;-58.4635451;-34.567451
Plaza Roque Saez Peña;Comuna 1;2019;Enero;40.9;-58.37894399999999;-34.6050934
Plaza Ciudad de Banff;Comuna 10;2019;Enero;0;-58.52120040000001;-34.6285343
Plaza E. de los Andes;Comuna 10;2019;Enero;0;-58.5093299;-34.6396627
Plaza Irlanda;Comuna 6;2019;Enero;90.7;-58.45901240000001;-34.614010799999996
Plaza de los periodistas;Comuna 7;2019;Enero;43.3;-58.47299399999999;-34.621383
Villa 20;Comuna 8;2019;Enero;207.5;-58.466151399999994;-34.6752679
Plaza Martin Fierro;Comuna 3;2019;Enero;113;-58.4077429;-34.6259153
Plaza Benito Nazar;Comuna 15;2019;Enero;41.1;-58.445435999999994;-34.60479
Carrefour Boedo;Comuna 5;2019;Enero;118.5;-58.420189199999996;-34.630990000000004
Carrefour Urquiza;Comuna 12;2019;Enero;95.39772727;-58.494533;-34.5770799
PVMs;Comuna 1;2019;Enero;148.8977273;-58.381559100000004;-34.6036844
APrA Lima 1111;Comuna 1;2019;Enero;22.5;-58.38162259999999;-34.621027399999996
AySA;Comuna 14;2019;Enero;0;-58.427240299999994;-34.556269799999995
APrA CIFA;Comuna 8;2019;Enero;254.7045455;-58.46678000000001;-34.664313299999996
Plaza Angel Gris;Comuna 7;2019;Enero;15.6;-58.45666680000001;-34.621976000000004
Polo circo;Comuna 4;2019;Enero;0;-58.39267699999999;-34.627893
Plaza Belgrano;Comuna 13;2019;Enero;22.8;-58.454835100000004;-34.56170609999999
Plaza Zapiola;Comuna 12;2019;Enero;0;-58.475251;-34.573592
Plaza Castelli;Comuna 13;2019;Enero;44.4;-58.4645953;-34.567494399999994
Plaza Petronilla Rodriguez;Comuna 2;2019;Enero;12.8;-58.3913904;-34.5988073
Plaza Republica de Perú;Comuna 14;2019;Enero;19.9;-58.4041672;-34.576572399999996
FADU/Ciudad universitaria;Comuna 13;2019;Enero;0;-58.4444116;-34.542131299999994
1.11.14;Comuna 7;2019;Enero;0;-58.440866899999996;-34.6504076
Plaza El Maestro;Comuna 11;2019;Enero;34.7;-58.522521499999996;-34.612714399999994
Plaza nobel;Comuna 15;2019;Enero;31.9;-58.48462249999999;-34.588083000000005
PlazaMalaver;Comuna 15;2019;Enero;0;-58.46737330000001;-34.587841600000004
Plaza Mafalda;Comuna 13;2019;Enero;41.5;-58.44561150000001;-34.5806439
Portal villa 31;Comuna 1;2019;Enero;194.4318182;-58.3747654;-34.583599299999996
Plaza nueva pompeya;Comuna 4;2019;Enero;45.8;-58.41578369999999;-34.6519634
Plaza martin rodriguez;Comuna 12;2019;Enero;0;-58.5012176;-34.59093920000001
Parque Alberdi;Comuna 9;2019;Enero;0;-58.5023405;-34.6606883
Portal Varela;Comuna 7;2019;Enero;0;-58.4469004;-34.64895739999999
AySA Tucumán;Comuna 3;2019;Enero;0;-58.394564300000006;-34.600271
Comedores Sociales;Comuna 8;2019;Enero;28.86363636;-58.46733670000001;-34.6757847
Portal Soldati;Comuna 8;2019;Enero;0;-58.442814;-34.6595958
Portal Cildañez;Comuna 8;2019;Enero;46.47727273;-58.46145689999999;-34.6717503
Oficina sechi (soldati);Comuna 8;2019;Enero;0;-58.442814;-34.6595958
sede comunal 14;Comuna 14;2019;Enero;0;-58.40933589999999;-34.58723630000001
Plaza las Toscaneras;Comuna 10;2019;Enero;0;-58.52535669999999;-34.616482299999994
Plaza Sargento Cabral;Comuna 3;2019;Enero;98.2;-58.403515799999994;-34.617202
Plaza Domingo Olivera;Comuna 9;2019;Enero;40.1;-58.48444620000001;-34.6473795
Plaza Las Heras;Comuna 14;2019;Enero;25.8;-58.40801620000001;-34.5841026
Plaza Matheu;Comuna 4;2019;Enero;43.2;-58.36661360000001;-34.6401178
Plaza Zabala;Comuna 13;2019;Enero;33.9;-58.4526236;-34.572457899999996
Plaza Marcos Sastre;Comuna 12;2019;Enero;20.9;-58.4814696;-34.5712066
Barrio Carrillo;Comuna 4;2019;Enero;0;-58.38172989999999;-34.637072700000004
Plaza Libertad;Comuna 1;2019;Enero;41.1;-58.384129200000004;-34.5981226
Estación Soldati;Comuna 8;2019;Enero;0;-58.4408853;-34.6622982
Plaza Forest;Comuna 15;2019;Enero;31.7;-58.4589137;-34.57972609999999
Plaza 11 de Noviembre;Comuna 3;2019;Enero;65.9;-58.4068098;-34.6096857
Carrefour J. B. Justo;Comuna 10;2019;Enero;0;-58.522226399999994;-34.6333499
Carrefour Mataderos;Comuna 9;2019;Enero;0;-58.514124699999996;-34.6638685
Plaza San MIguel de Caricoits;Comuna 13;2019;Enero;0;-58.45859970000001;-34.577719099999996
Plaza Monseñor Fermin Lafitte;Comuna 10;2019;Enero;0;-58.508435199999994;-34.61902329999999
Lugano 1 y 2;Comuna 8;2019;Enero;54.9;-58.463316500000005;-34.68533789999999
Estación Lugano;Comuna 8;2019;Enero;0;-58.4770003;-34.677304299999996
Plaza Herrera;Comuna 4;2019;Enero;0;-58.3766152;-34.64418870000001
Plaza de la misericordia;Comuna 7;2019;Enero;42.8;-58.455806700000004;-34.6325454
Plaza Giordano Bruno;Comuna 6;2019;Enero;0;-58.4409235;-34.6168977
Plaza 24 de septiembre;Comuna 15;2019;Enero;35.5;-58.4480739;-34.606790999999994
sede comunal 4;Comuna 4;2019;Enero;0;-58.378751199999996;-34.6416104
sede comunal 1;Comuna 1;2019;Enero;0;-58.369287899999996;-34.6207992
Plaza Florentino Ameghino;Comuna 4;2019;Enero;32.3;-58.39410789999999;-34.6364552
Portal Perito Moreno (1-11-14);Comuna 4;2019;Enero;0;-58.40887320000001;-34.64913370000001
Portal Osvaldo Cruz (21-24);Comuna 4;2019;Enero;105.9090909;-58.37615;-34.652528499999995
Plaza Ramon Falcon;Comuna 10;2019;Enero;0;-58.48819579999999;-34.636717299999994
Badin;Comuna 1;2019;Enero;0;-58.381559100000004;-34.6036844
Plaza Ciudad de Udine;Comuna 10;2019;Enero;19.9;-58.492383999999994;-34.620478000000006
Plaza Mackenna;Comuna 12;2019;Enero;0;-58.4773611;-34.5441601
Estación Nuñez;Comuna 13;2019;Enero;38.4;-58.4626914;-34.54888629999999
Plaza Amadeo Sabatini;Comuna 6;2019;Enero;21.5;-58.44337239999999;-34.6126071
Plaza de la Bandera;Comuna 10;2019;Enero;31.1;-58.4936945;-34.629014899999994
Plaza Monte Castro;Comuna 10;2019;Enero;28.3;-58.497845999999996;-34.6182249
Plaza Alberdi;Comuna 12;2019;Enero;31.9;-58.487144900000004;-34.5599684
Plaza Güemes;Comuna 14;2019;Febrero;0;-58.4174406;-34.586063
Parque Centenario;Comuna 6;2019;Febrero;38.5;-58.43495559999999;-34.606830200000005
